subawardee_uei,subawardee_name,entity_url,company_linkedin_url
LAGTLJW7NTJ3,CHIEF TECHNOLOGIES LLC,www.chieftech.com,https://linkedin.com/company/chief-technologies-llc
LAHHMNMC8GK9,ESSENTIAL SOFTWARE INC,https://www.essential-soft.com,https://linkedin.com/company/essentialsoftinc
LAHTE3WXPWJ6,"RXO FREIGHT FORWARDING, INC.",http://www.rxo.com,https://linkedin.com/company/rxo
LAJFGK6QHAT6,CROSBYS DRUGS INC,https://www.crosbysdrugs.com/,
LAJJQWA1PF31,THE BOEING COMPANY,http://www.boeing.com/,https://linkedin.com/company/boeing
LAKFNEA2GRU3,"MILESTONE INTEGRATED BUSINESS SOLUTIONS, INC",www.mibsinc.tech,
LAMHJMBDAGA9,"GIUAS, LLC",,
LANYHKSAH4C7,EXOVERA LLC,http://www.exovera.com,https://linkedin.com/company/exovera
LANYLFV4LRE7,AMPHENOL PRINTED CIRCUITS INC,WWW.amphenol-apcbt.com,
LAPUN69AA3J8,"SIERRA MACHINERY, INC.",www.sierraelpaso.com,https://linkedin.com/company/sierra-machinery-inc.
LASJCTWFP3L4,NUCFIL LLC,http://www.nftinc.com,https://linkedin.com/company/nft
LAU9KMLQE7Y6,"ENTERPRISE RAC COMPANY OF MARYLAND, LLC",,
LAVARTMKKHT5,"CHESAPEAKE TECHNOLOGY INTERNATIONAL, CORP.",ctic.us,https://linkedin.com/company/ctitech
LAVWTU1ADV41,TRAKKA USA DEFENCE LLC,www.trakkasystems.com,https://linkedin.com/company/trakka
LB23FZJE26T4,BANNER DEFENSE INC,https://www.bannerdefense.com,https://linkedin.com/company/bannerdefenseinc
LB2BVUHGNXW9,FRANCOIS-JULIEN & CO,,
LB2BZV3NJ847,GATAN INC,http://www.gatan.com,https://linkedin.com/company/gatan-inc.
LB2EHML75VW7,PALMETTO AIR & WATER BALANCE INC.,,
LB3MY9LQ1BE6,CLEVELAND AEROSPACE TECHNOLOGY SERVIES LLC,www.clevelandaerospace.com,
LB4CJ9L4HE74,GETMAN CORP,www.getman.com,https://linkedin.com/company/getman-corporation
LB5KVANFKPY7,"L3HARRIS TECHNOLOGIES, INC.",www.l3harris.com,https://linkedin.com/company/l3harris-technologies
LB62HDHQACL6,UNIVERSITY OF ALABAMA IN HUNTSVILLE ATTN CONTROLLER,,
LB6JMKM7N816,MACRO SOLUTIONS LLC,http://www.alphaomega.com,
LB6KV53CNB83,"SPECTRUM SEI MICROWAVE, INC.",http://www.spectrumcontrol.com,https://linkedin.com/company/api-technologies-corp-
LB77HYM36QU4,MNM LAW OFFICE INC,https://mnmlawoffices.com/,
LB8JT7MNMYB5,"VAE, INC.",http://www.vaeit.com,https://linkedin.com/company/vae-inc-
LB9XE9JBKKT1,CARR ASTRONAUTICS CORP,http://www.carrastro.com/,https://linkedin.com/company/carr-astronautics-corporation
LBB8AYRX1F85,"AIR PRODUCTS AND CHEMICALS, INC",https://www.airproducts.com/,https://linkedin.com/company/air-products
LBC5TM5KBDD4,"NCLOUDS, INC",,
LBCGV9N41ZD5,GB SALES & SERVICE INC,WWW.FRAZAGROUP.COM,https://linkedin.com/company/fraza-forklifts
LBCTVW5TMKU8,ABILITY WITH INNOVATION GENERAL CONTRACTING LLC,www.awi.com,https://linkedin.com/company/awi-ability-with-innovation
LBD5MXA9H4T5,"THE CATHOLIC CHARITIES OF THE DIOCESE OF ARLINGTON, INC.",http://www.ccda.net,https://linkedin.com/company/catholic-charities-diocese-of-arlington
LBDLUMMJZ9K3,CONRON & WOODS ARCHITECTS,,
LBDVN6QLYPY4,NEXIGHT GROUP LLC,,
LBE4AJKNZPA6,"PRECISION AIRPARTS SUPPORT SERVICES, INC.",https://www.passinc.com,https://linkedin.com/company/precision-airparts-support-services-inc
LBEZGLK4BCH1,ASPECT IMAGING LTD,https://aspectimaging.com/,https://linkedin.com/company/aspect-imaging
LBFMMSRL5RA3,"CONTAINER TECHNOLOGY, INC.",https://containertech.com/,https://linkedin.com/company/container-technology-inc-
LBGGY3U5G5J1,TRIDENT ENGINEERING & INSPECTION,www.tridentei.com,https://linkedin.com/company/trident-engineering-and-inspection
LBGJXZSEAL34,"POTOMAC ABATEMENT, LLC",https://www.potomacabatement.com,https://linkedin.com/company/potomac-abatement-inc
LBGSTUBNMJL8,UNIVERSAL SHIELDING CORP.,www.universalshielding.com,https://linkedin.com/company/universal-shielding-corp-
LBJELSM35S87,PARKER-HANNIFIN CORPORATION,http://www.parker.com/,https://linkedin.com/company/parker-hannifin
LBLEA84AEJF9,AVIATION PRODUCTS INC,www.aviationproducts.com,
LBLTKG6VLM45,"MECH ONE, INC.",www.mechone.com,
LBMHGS82MFH7,"ASPEN WATER, INC.",http://www.aspenwater.com,https://linkedin.com/company/aspen-water-inc
LBMXHCLLM6A5,"JRC INTEGRATED SYSTEMS, LLC",http://www.jrcsystems.com,
LBNEZUD4J737,"SMITH AND AGUIRRE CONSTRUCTION COMPANY, INC.",,
LBP6VZX2ZBV4,"JC MACHINE, INC",www.jcmi-usa.com,https://linkedin.com/company/jc-machine-inc.
LBQSDK649GV5,CONNEXIONS FEDERAL SERVICES LLC,https://www.connexions-federal.com/,https://linkedin.com/company/connexions-federal-services-llc
LBTFJY4D1E28,VIAMO PBC INC.,www.viamo.io,https://linkedin.com/company/viamoglobal
LBTHZ1LB1RQ3,VCLOUD TECH INC,www.vcloudtech.com,https://linkedin.com/company/vcloud-tech
LBTUGV5PXNK1,1NTEGER LLC,www.kharon.com,https://linkedin.com/company/kharondata
LBV1E2ZADMP1,"MY SECURE ADVANTAGE, INC.",https://www.mysecureadvantage.com,https://linkedin.com/company/my-secure-advantage
LBVNTSBBA6N5,RELIANT TECHNOLOGIES INC,www.reliant-tec.com,https://linkedin.com/company/reliant-tec-inc
LBVWR9LTX7S3,"MICROTECH COMPUTERS, INC.",http://www.atipa.com,https://linkedin.com/company/atipa-technologies
LBW2J4CWAKE4,"VENEKLASEN ASSOCIATES, INC.",https://www.veneklasen.com/,https://linkedin.com/company/veneklasen-associates-inc.
LBY2U71VQZL6,"CONTECH OF PUERTO RICO, INC.",,
LC8DKF8C9Z64,HYDRO-AIRE AEROSPACE CORP,,
LCA9B6NMW454,ATOMICA CORP,https://www.atomica.com,https://linkedin.com/company/atomica-mems
LCAEMTS2PEA5,MAHA SE & CO. KG,https://www.maha.de/de,https://linkedin.com/company/maha-maschinenbau-haldenwang-gmbh-&-co-kg
LCCMLCWHWXW6,"INDUCTIVE AUTOMATION, LLC",www.inductiveautomation.com,https://linkedin.com/company/inductive-automation
LCE3FG2NVP86,"AMERICAN FIRE PROTECTION GROUP, INC.",www.afpgusa.com,https://linkedin.com/company/american-fire-protection-group-inc-
LCE5CJRLWPZ1,GIC LLC,,
LCF7Y8N7KML9,"PERFICIENT, INC.",,
LCFMJ26JHLX5,"MEYER TOOL & MANUFACTURING, INC.",https://www.mtm-inc.com/,https://linkedin.com/company/meyertoolmfg
LCLSJAGTNZQ7,UNIVERSITY OF WISCONSIN SYSTEM,https://rsp.wisc.edu/,
LCN9J8M61MH8,MISSION CONSULTING AND SERVICES LLC,www.mcsvet.com,https://linkedin.com/company/mission-consulting-and-services
LCNCK3DFQW57,MID-STATE AEROSPACE INC,http://www.midstateaerospace.com/index2.html,https://linkedin.com/company/mid-state-aerospace
LCPJM4RGJNZ6,WEBSTER SURGICAL SPECIALTY HOSPITAL LTD,,
LCRNGLEF8FJ4,POWER SOLUTIONS LLC,http://www.power-solutions.com,https://linkedin.com/company/power-solutions-llc
LCTLQ6E76UG3,JAMAICA BEARINGS CO. INC.,www.jamaicabearings.com,https://linkedin.com/company/jamaica-bearings-group
LCTQLYUCAA76,"SECURITY AND PRIVACY CONSULTING, LLC",,
LCU3K6Q9VDL7,WEBER AND SON'S INC.,,
LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,http://www.northgrum.com,
LCV4NZXSEJV1,SFS CHEMICAL SAFETY INC,http://www.chemicalsafety.com,https://linkedin.com/company/chemical-safety-software
LCVNES4ZF9T6,LIFTING GEAR HIRE CORP,http://www.rentlgh.com,https://linkedin.com/company/lgh-us
LCWLY2VTJXB5,CUMMINS INC,www.cummins.com,https://linkedin.com/company/cummins-inc
LCXBLY6H7FV8,TERMA A/S,http://terma.com,https://linkedin.com/company/terma-a-s
LCZJWR81KX65,"NOVACES, LLC",http://www.novaces.com,https://linkedin.com/company/novaces
LD1MPMMCBWJ9,HAMILTON COMPANY,,
LD1MUDK61EX7,"XENICS, USA INC",https://www.xenics.com/,https://linkedin.com/company/xenics
LD6BV1THGVE7,"SALZBERG, PAUL D M.D.",,
LD8UDJB9JLU1,"WOOLPERT, INC.",http://www.woolpert.com,https://linkedin.com/company/woolpert
LD98S4LK2113,"INSIGHT PUBLIC SECTOR, INC.",http://www.insight.com,https://linkedin.com/company/insight
LDABU5U94GT9,"CATHOLIC CHARITIES OF THE DIOCESE OF OWENSBORO, INC",https://owensborodiocese.org,
LDCQFNF7X538,WESTMORELAND COUNTY COMMUNITY COLLEGE,,
LDF6QNTWFJN3,JREV ENTERPRISES LLC,www.jreventerprises.com,
LDHFABTGMA87,"MOTOR-SERVICES HUGO STAMP, INC",https://www.mshs.com/,
LDHSVVCN1GP4,SYNTHEX CONSULTING,,
LDHWAFWZURJ5,"VEROTIS, LLC",www.verotis.com,https://linkedin.com/company/verotis-llc
LDJ8YH4NXWU4,"UIC SCIENCE, LLC",https://uicalaska.com,https://linkedin.com/company/uic-commercial-services
LDJLP6NDGCD5,SEACAST INC,http://www.seacast.com,https://linkedin.com/company/seacast-inc-
LDK3MKML6HE3,ASPIS LLC,https://www.aspis.consulting,https://linkedin.com/company/aspis-llc
LDK8AEGNNKB5,CONSTRUCTION CO CORMAN KOKOSING,,
LDL9E5KHS8R8,"HITCHINER MANUFACTURING CO., INC.",www.hitchiner.com,https://linkedin.com/company/hitchiner-manufacturing
LDLCJJDT38D9,"NORMAN FILTER COMPANY, L.L.C.",https://www.normanfilters.com/,https://linkedin.com/company/normanfiltercompany
LDLCLBC7GFW7,"JEOL USA, INC.",http://www.jeolusa.com,https://linkedin.com/company/jeol
LDLXNETHA1M9,MIDLAND HARDWARE CO (INC),,
LDP9B8LHZLA3,"SCDATACOM, LLC",www.scdatacom.net,https://linkedin.com/company/scdatacom-llc
LDRMVDQH4FR9,ASOCIATIA NEW STRATEGY CENTER,,
LDVJEF7DYE41,"VULCAN GLOBAL MANUFACTURING SOLUTIONS, INC.",www.vulcangms.com,https://linkedin.com/company/vulcan-global-manufacturing-solutions
LDXFGGCL9U79,"S.P. CRAMER & ASSOCIATES, INC.",http://www.fishsciences.net,https://linkedin.com/company/cramer-fish-sciences
LDZ1LWAJPP15,LUMITRON CORP.,http://www.lumitron.com,https://linkedin.com/company/lumitron-aerospace-lighting-components
LDZLUVBL2WM5,"HUBER+SUHNER ASTROLAB, INC.",www.hubersuhner.com,https://linkedin.com/company/hubersuhner
LE1FC1ZFRMV5,AGILE CALIBRATION LLC,www.agilecalibration.com,https://linkedin.com/company/agile-calibration
LE1MCXJEQGK8,"MEF ASSOCIATES, LLC",mefassociates.com,https://linkedin.com/company/mef-associates
LE2EVXCM13U5,PARSONS GOVERNMENT SERVICES INC.,www.parsons.com,https://linkedin.com/company/parsons
LE55MMVHJXF6,KONECRANES INC,www.konecranes.com,https://linkedin.com/company/konecranes
LE5SLJAL1GA1,USEFUL STAFFING INC,www.usefulstaffing.com,https://linkedin.com/company/useful-staffing-inc
LE72FV39BS31,INTERLOC SOLUTIONS INC,http://www.interlocsolutions.com,https://linkedin.com/company/interloc-solutions
LE92TU2SHBL9,"METGLAS, INC",http://www.metglas.com,https://linkedin.com/company/metglas-inc-
LE96LJ6K2394,"ARS MECHANICAL, LLC",,
LEB2KZM29HE1,NORTHEAST ELECTRONICS CORP,www.northeast.com,https://linkedin.com/company/northeast-electronics-corp
LEBYGUQX4297,SOFWARE LLC,https://sofwarellc.com,https://linkedin.com/company/sofwarellc
LECJQDCLHVE5,HEALTH SERVICES KENTUCKY CABINET FOR,,
LECJUM4A7AB1,CROWN POINT TECHNOLOGIES LLC,www.crownpoint.tech,https://linkedin.com/company/crown-point-technologies
LEDETL9M9PE9,QCOMM NETWORK SERVICES,http://www.qcommns.com/,
LEDQU4AJK841,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC.,https://www.baesystems.com,https://linkedin.com/company/bae-systems
LEE4DELUARN1,"COLVILLE, INC.",http://www.colvilleinc.com,https://linkedin.com/company/colville-inc
LEEMJD9WKDC9,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",http://www.eaest.com,https://linkedin.com/company/eaest-pbc
LEENH1ZGWYR4,"CARBON BY DESIGN, LLC",https://www.carbonbydesign.com,https://linkedin.com/company/carbon-by-design
LEHSN1CSKMD9,YELLOWSTONE ELECTRIC CO,https://www.yecomt.com,
LEJAE6AKLFN8,MICK RICH CONTRACTORS INC,http://www.mickrichcontractors.com/,https://linkedin.com/company/mick-rich-contractors-inc
LEJKPLXHSHK6,MPB CORPORATION,,
LEJMW15GDN58,PARKER-HANNIFIN CORPORATION,http://www.parker.com,https://linkedin.com/company/parker-hannifin
LEK5F7HFCJL3,OYO CORPORATION,https://www.oyo.co.jp/english/,https://linkedin.com/company/oyocorporation
LEKLKCFKZ2Q5,UNIVERSAL AVIONICS SYSTEMS CORP,www.universalavionics.com,
LEL4M2JHCDA9,"SHB TECHNOLOGY, INC.",www.xemplifyit.com,https://linkedin.com/company/xemplifyit
LELFX61JQLA4,"WEST COAST IRON, INC.",www.westcoastiron.com,
LELKBMKKMWN4,HUDSON VALLEY COMMUNITY COLLEGE,www.hvcc.edu,https://linkedin.com/company/hudson-valley-community-college
LEMLXG994AU3,NORTHROP GRUMMAN SYSTEMS CORPORATION,http://www.northropgrumman.com,https://linkedin.com/company/northrop-grumman-corporation
LEN5E5QLKCP3,AZAAR SOLUTIONS LLC,www.Azaarsolutions.com,
LENTM1A5L2W3,PIE SCIENTIFIC LLC,https://www.piescientific.com,https://linkedin.com/company/pie-scientific
LENYC8LBF2B7,"QBASE, LLC",https://gotyto.com/,https://linkedin.com/company/gotyto
LEPBQQF94NC5,"GOVERNMENT NETWORK SOLUTIONS, INC.",http://www.govtnetworksolutions.com,https://linkedin.com/company/government-network-solutions-inc.
LES5MMLX3PZ8,THE ARCHIE CORPORATION LLC,https://www.archiesupply.com/,
LESTCKHHNLR1,ORION DEMOLITION & ENVIRONMENTAL SERVICES LLC,www.oriondes.com,https://linkedin.com/company/orion-demolition-&-environmental-services-llc
LEUHGCEG1SY5,PROWESS CONSULTING LLC,http://www.prowessconsulting.com,
LEVBJR3U3625,"TUCKER-REEVES ASSOCIATES, LLC",www.trallc.com,
LF1AFRSGZVN7,"A. J. LABOURDETTE, INC.",http://www.ajlabourdetteinc.com/,
LF1VD5E8KPX5,MERSEN USA GS CORP.,www.mersen.com,https://linkedin.com/company/mersen
LF23WM7DLE73,"ARCHITECTURAL STONE IMPORTS, INC.",,
LF2CQ7H46JD1,"BUILDING AUTOMATION SERVICES, INC",www.bas-inc.net,
LF2YHEHNTFM7,INTEGRISYS LLC,www.integrisysllc.com,https://linkedin.com/company/integrisys-llc
LF37G4PEJNL3,GMA ELECTRICAL CORP.,,
LF3FGKK9N741,ACCOUNTSPRO INC,www.accountspro.com,https://linkedin.com/company/accountsproinc
LF67R756T3N2,"WALDEN'S MACHINE, LLC",http://www.pccairframe.com/,
LF6PC5BF9RE3,"RP SUPPORT AMERICA, INC",https://rpamerica.us/,https://linkedin.com/company/rp-support-america-inc-
LF8EVQ9QJWJ3,"DIVISION 9, INC.",www.d9projects.com,
LFAJVDJB11J6,KINSHASA SCHOOL OF PUBLIC HEALTH,,
LFB3FJJLNKU4,"SHUMAN CONSULTING GROUP, LLC",http://www.shumangroupllc.com,https://linkedin.com/company/shuman-consulting-group-llc
LFBUZRAJ28H2,"SUNRISE INSTRUMENTS, L.L.C.",,
LFCASHFUKGW4,"GARRISON TECHNOLOGY GROUP, INC.",https://www.garrisontech.group,https://linkedin.com/company/garrison-technology-group-inc
LFCFEHGKRD45,"BRULIN HOLDING COMPANY, INC",www.brulin.com,https://linkedin.com/company/brulin-&-company-inc-
LFCHHNME8VB5,SUYOG LLC,,
LFCNMLT8W196,"5-D SYSTEMS, INC.",http://www.kratosdefense.com,https://linkedin.com/company/kratos-defense-and-security-solutions
LFEJER34NQU6,"TRELLIS BIOSCIENCE, INC.",,
LFFCA3FNJZ23,THE ADVOCATES FOR HUMAN RIGHTS,https://www.theadvocatesforhumanrights.org/,https://linkedin.com/company/the-advocates-for-human-rights
LFFWW3H7L8C4,"UNITED PERFORMANCE METALS, LLC",http://www.upmet.com,https://linkedin.com/company/united-performance-metals
LFJMLSR5HRH8,"PRO PALLET, LLC",,
LFM7NC3E3FV9,"EPLUS TECHNOLOGY, INC.",http://www.eplus.com,https://linkedin.com/company/eplus-technology
LFMQE3UEP1S7,LASERMET INC,www.lasermet.com,https://linkedin.com/company/lasermetsafetysolutions
LFN2ND9H69T1,PARASOFT CORPORATION,www.parasoft.com,https://linkedin.com/company/parasoft
LFPHTGS19AM9,SOLAR STATES LLC,http://www.solar-states.com,https://linkedin.com/company/solar-states-llc
LFQ5VN79DSK7,"INGERSOLL-RAND INDUSTRIAL U.S., INC.",https://www.ingersollrand.com/en-us/,
LFRQJ3LBY6K9,"A. BLAIR POWELL COMPANY, INC.",,
LFRZKG8HQLK4,DPV-TECH INC,www.seacraftdpv.com,
LFTHCJVJHBE6,ATELIER 21 INTERNATIONAL,Atelier21intl.com,
LFTKKATWEVK9,"SYSTEMS BUILDING ENVELOPE CONSULTANTS, LTD.",http://www.airbarrierconsultants.com,https://linkedin.com/company/systemsbuildingenvelopeconsultantsltd
LFVJABJDQVZ9,"W. & O. SUPPLY, INC.",http://www.wosupply.com,
LFXNEYDJCZU7,"L3 TECHNOLOGIES, INC.",http://www.L3Harris.com,https://linkedin.com/company/l3harris-technologies
LFYWCVQ72DB4,ACTIVE POWER INC,www.activepower.com,https://linkedin.com/company/active-power
LG1KACNQ5TH4,ACCELERATED SOLUTIONS ENTERPRISE LLC,www.avantiqor.com,https://linkedin.com/company/avantiqor
LG1NQXVCYMB4,HARCOSEMCO LLC,https://harcosemco.com,https://linkedin.com/company/harco
LG45V8Z879C8,SOUTHERN PIPE & SUPPLY COMPANY INC,,
LG4AXJ2HMHN3,CHUGACH TECHNICAL SOLUTIONS LLC,chugachgov.com,https://linkedin.com/company/chugachgov
LG51NVGWNPK5,MID-ATLANTIC MARINE CLEANING LLC,marinecleaning.com,https://linkedin.com/company/washington-marine-cleaning
LG5EUCKVCKX7,"ACCESS FLOOR SPECIALISTS, LLC",,
LG69HG1JWAW3,SHAREKAT ALROYAA ALJADEDAH LLMOQAWALAT,,
LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.",,
LG7PD2K367B9,"ROGERS SURVEYING, PLLC",http://www.rogerssurveying.net,https://linkedin.com/company/rogers-surveying-pllc
LG7SDLNKUQ27,TRANSOURCE SERVICES CORP.,WWW.TRANSOURCE.COM,https://linkedin.com/company/transource-computers
LG8PRS9MR697,SFC VALVE CORPORATION,http://www.globalsfc.com,https://linkedin.com/company/global-sfc-valve-corporation
LG9JQ2KELQY4,"RALPH A. FELICE, INC.",http://www.pyrometry.com/,
LGADEPMMUNH8,CAMBRIDGE VACUUM ENGINEERING INC,camvaceng.com,https://linkedin.com/company/camvaceng
LGBHL2G4SWR6,"MAVERICK CONSTRUCTORS, LLC",www.maverickconstructors.com,https://linkedin.com/company/maverick-constructors-llc
LGDAQ5VAM6T3,"SOUTHERN PIPE & SUPPLY COMPANY, INC.",https://www.southernpipe.com/,https://linkedin.com/company/southern-pipe-&-supply-co-
LGE9Z9J6H921,SINGULARITY SECURITY GROUP LLC,https://singularitysecuritygroup.com/,https://linkedin.com/company/singularity-security-group-llc
LGEFMM39NGN4,ANIXTER INC,http://www.wesco.com,https://linkedin.com/company/wesco.corp
LGEKVT294JF9,"STRACON SERVICES GROUP, LLC",http://www.stracongroup.com,https://linkedin.com/company/stracon
LGGFBF8YVA71,"INFORMATION MANAGEMENT SERVICES, INC.",http://www.imsweb.com,https://linkedin.com/company/information-management-services-inc.
LGJDJHKMG9J9,"FUTUREPLUS SYSTEMS, LLC",http://www.futureplus.com,https://linkedin.com/company/futureplus-systems-corporation
LGL5G33FJ6D5,"COMMAND TECHNOLOGY, INC",https://https://commandtech.net/,
LGLQNBR6SC46,OLIVE GROUP FZ-LLC,http://www.olivegroup.com,https://linkedin.com/company/olive-group
LGM4LM5ZR9K9,LUNA INNOVATIONS INCORPORATED,http://www.lunainc.com/,
LGMFFHJ28878,SENSORS UNLIMITED INC,http://www.rtx.com,https://linkedin.com/company/raytheontechnologies
LGQKASNDDEV8,GHOST BEAR CONTRACTING INCORPORATED,,
LGRAV9DLD7D4,"ANAREN, INC.",https://www.ttm.com,https://linkedin.com/company/ttmtechnologies
LGS3MNC7YHK5,PROPIO LS LLC,http://www.Propio.com,
LGSTAN2UUYX5,"F & R SALES, INC.",,
LGWADGN4K989,"TOPPER INDUSTRIES 1, LLC",www.topperfloats.com,https://linkedin.com/company/topper-industries
LGXXE8T6ECL8,GENERAL ELECTRIC COMPANY,https://www.colibriumadditive.com/,https://linkedin.com/company/colibrium-additive
LGZZAVKDZLA9,CADENCE COALITION LLC,www.cadencecoalition.com,https://linkedin.com/company/cadence-coalition-llc
LH3BHY4L4CH1,"BARGE DESIGN SOLUTIONS, INC.",www.bargedesign.com,https://linkedin.com/company/barge-design-solutions-inc
LH3VLMG8ESF3,DELOITTE T&T PTY LTD,,
LH4AWKM864E3,"A & S PLUMBING, INC",,
LH4AY7G9Q3F1,NCS CORPORATION,www.ncsc.com,
LH4WEJ8F6YR1,NOVOTEC SOLUTIONS L.L.C.,https://www.novotec-solutions.com,https://linkedin.com/company/novotec-solutions-l.l.c.
LH54NFMEJW46,FLOWORKS USA LP,https://www.flotechinc.com,https://linkedin.com/company/flotech-inc-
LH5CCWYNPVA6,"ADVANCED WASTE MANAGEMENT SYSTEMS, INC.",https://www.awm.net,https://linkedin.com/company/awminc-tn
LH5MMYN9A669,VANTOR SERVICES INC.,http://www.vantor.com,https://linkedin.com/company/vantortech
LH6ZUKMN6D91,"ATKINSON AERONAUTICS & TECHNOLOGY, INC.",http://www.ataero.com,https://linkedin.com/company/ataero
LH74ETAQMSP1,TALKWALKER INC.,www.talkwalker.com,https://linkedin.com/company/talkwalker
LH85JS3X34N7,"BAY ENGINEERING INNOVATIONS, INC.",http://www.bayengineering.org/,https://linkedin.com/company/bay-engineering-innovations-inc.
LH85MKKML8N1,"ELECTRO-MATIC PRODUCTS, INC.",http://www.electro-matic.com,https://linkedin.com/company/electro-matic-products-inc.
LH8MUSNB3SF1,EMS THIN METAL PARTS LLC,http://www.thinmetalparts.com,https://linkedin.com/company/thin-metal-parts
LH8RF2CKLWK5,TEXTRON AVIATION INC,,
LH9EWU9T7B18,CONTROP USA INC,www.contropusa.com,https://linkedin.com/company/contropusa-inc
LHA1QKKRPFA8,"LEONARDO TECHNOLOGIES, INC.",https://lti-global.consulting/,
LHAYXFMSEJ15,CATCH FEDERAL LLC,www.catchfederal.com,https://linkedin.com/company/catch-federal
LHAZLBBNSG45,"SV PROBE, INC.",www.nidecsvprobe.com,
LHB1FZYGD6L1,KAMAN AEROSPACE CORPORATION,https://www.kaman.com,https://linkedin.com/company/kaman-aerospace
LHB5HBX3LSA5,"GLOBAL EFFECTS, INC",www.globaleffects.com,https://linkedin.com/company/global-effects-inc.
LHBELEQJY9E8,"ELECTRIC SOLUTIONS UNLIMITED, LLC",,
LHC1JPEJLXR8,GREEN HILLS SOFTWARE LLC,,
LHDMTJB782N4,BV TECH INC.,https://www.bvtechinc.com,https://linkedin.com/company/bvtechinc
LHEGJPH7HCZ9,MAPPA INC,http://www.mappatestlab.com,https://linkedin.com/company/mappa-inc
LHELBGGV3YS7,SPYGLASS TECHNOLOGIES LLC,,
LHFJNAS7JJ42,"PAGE SOUTHERLAND PAGE, INC.",www.pagethink.com,https://linkedin.com/company/psp
LHJXGQ2L9PB8,"BUILT ENVIRONMENTAL SYSTEMS TESTING, LLC",,
LHKHD6RMD8Y1,"COBEC, INC.",www.cobec.com,https://linkedin.com/company/cobec
LHKMHAW2MW15,"POWER SYSTEMS INCORPORATED DE MEXICO, S.A. DE C.V.",,
LHKUCXQZXF27,ARES CORPORATION,http://www.arescorporation.com,https://linkedin.com/company/ares-corporation
LHLNDS6TJMN9,KING BUSINESS INTERIORS INC,http://www.kbiinc.com,
LHM7L6MMJMA6,INTERFACE AMERICAS INC,https://www.interface.com,https://linkedin.com/company/interface
LHMFPCJQJKF3,"DYE PRECISION CNC, INC.",WWW.DYECNC.COM,
LHP7CP4L69X6,RELIANCE STEEL & ALUMINUM CO.,http://www.bralco.com,
LHQUPLM1X877,ARCHETYPE CONSULTING INC,https://archetypeconsulting.com/,https://linkedin.com/company/archetypeconsulting
LHZRME5MGXR4,AVNET INC.,http://www.avnet.com,https://linkedin.com/company/avnet
LJ16THMB2NM3,ALPHA COMMUNICATIONS SERVICES LLC,www.alphacommsvcs.com,
LJ18VFF9JC16,TACTICAL AIR SUPPORT INC,http://www.tacticalairsupport.com,https://linkedin.com/company/tactical-air-support-inc-
LJ42WKFVTJ61,"LARSON AUTOMATION, INC.",www.LarsonAutomation.com,https://linkedin.com/company/larson-automation
LJ5FWGZKPZX8,"GLOBAL PLANNING INITIATIVES, LLC",www.gpi-llc.com,https://linkedin.com/company/global-planning-initiatives---gpi
LJ68J1MQ3MV7,"SPIRE GLOBAL SUBSIDIARY, INC.",http://spire.com,https://linkedin.com/company/spireglobal
LJ6HMGMJQ1V8,MILLBROOK INDUSTRIES LIMITED,www.millbrookindustries.co.uk,https://linkedin.com/company/millbrook-industries-ltd
LJ73YR2SK5J1,"HORSTMAN CANADA, INC.",,
LJ79RXRGJGU3,MACCOR INC,www.maccor.com,https://linkedin.com/company/maccor-inc-
LJ7PD7MFNYH7,"MILITARY OPERATIONS RESEARCH SOCIETY, INC.",www.mors.org,https://linkedin.com/company/morsanalytics
LJ8EVFE8SB55,WEBMD HEALTH CORP.,https://www.webmd.com/corporate/default.htm,https://linkedin.com/company/webmd
LJ8VBE2F7635,RED SEA HOUSING SERVICES COMPANY FZE,,
LJBXV5VF2BT9,SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,http://www.sjsu.edu/researchfoundation/,https://linkedin.com/company/san-jose-state-university
LJCBYE2QNN33,"3E NDT, LLC",www.3endt.com,https://linkedin.com/company/3e-ndt-llc
LJCHK5JDKEX8,"TRU-HITCH, INC.",www.truhitch.com,https://linkedin.com/company/tru-hitch-inc.
LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",www.gms4sbc.com,https://linkedin.com/company/general-micro-systems
LJDYMQACQ837,"STRATASYS, INC",http://www.stratasys.com,https://linkedin.com/company/stratasys
LJEJQNV5WRZ5,METROPOLITAN FENCE CO,metropolitanfenceco.com,
LJEZN1DB7585,SMARTUQ LLC,www.smartuq.com,https://linkedin.com/company/smartuq
LJF8NU5TDQ78,"PROTEGRITY USA, INC",http://www.protegrity.com,https://linkedin.com/company/protegrity
LJFPEG8D8ZC8,FP&C CONSULTANTS KC LLC,http://www.fpc-consultants.com/,https://linkedin.com/company/fpc-consultants-kc
LJG9CRRKNEV5,CORTEST INC,www.cortest.com,https://linkedin.com/company/cortest
LJH7EQHQAK35,AGM CONTAINER CONTROLS INC,http://www.agmcontainergov.com,
LJH7LE9AUHL5,LITRON LABORATORIES LTD,http://www.LitronLabs.com,https://linkedin.com/company/litron-laboratories-ltd
